na	unit	size_bytes	relative_path	s3_uri
NA00232	chip1-chip2	72	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz.tbi
NA00232	chip1-chip2	1883	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.yaml	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.yaml
NA00232	chip4-only-sub-for-missing-chip3	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.done	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.done
NA00232	chip4-only-sub-for-missing-chip3	17701114	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.smn_region_coverage.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.smn_region_coverage.tsv
NA00232	chip4-only-sub-for-missing-chip3	841	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv
NA00232	chip4-only-sub-for-missing-chip3	176	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.log	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.log
NA00232	chip4-only-sub-for-missing-chip3	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/.snakemake_timestamp	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/.snakemake_timestamp
NA00232	chip4-only-sub-for-missing-chip3	9	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/smn_region.mean_coverage.txt	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/smn_region.mean_coverage.txt
NA00232	chip4-only-sub-for-missing-chip3	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.done	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.done
NA00232	chip4-only-sub-for-missing-chip3	694	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.json	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.json
NA00232	chip4-only-sub-for-missing-chip3	372	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv
NA00232	chip4-only-sub-for-missing-chip3	2683	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.log	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.log
NA00232	chip4-only-sub-for-missing-chip3	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.done	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.done
NA00232	chip4-only-sub-for-missing-chip3	1618	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv
NA00232	chip4-only-sub-for-missing-chip3	619	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.log	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.log
NA00232	chip4-only-sub-for-missing-chip3	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.done	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.done
NA00232	chip4-only-sub-for-missing-chip3	875	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.json	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.json
NA00232	chip4-only-sub-for-missing-chip3	336	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv
NA00232	chip4-only-sub-for-missing-chip3	568	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.log	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/logs/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.log
NA00232	chip4-only-sub-for-missing-chip3	22662	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz
NA00232	chip4-only-sub-for-missing-chip3	72	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz.tbi
NA00232	chip4-only-sub-for-missing-chip3	2052	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.SMN1.yaml	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip4-only-sub-for-missing-chip3-barcode18-PF-ILMN-NOVASEQ.SMN1.yaml
NA03986	chip1-chip2	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.done	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.done
NA03986	chip1-chip2	17964834	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.smn_region_coverage.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.smn_region_coverage.tsv
NA03986	chip1-chip2	864	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv
NA03986	chip1-chip2	77942	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/logs/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.log	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/logs/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.log
NA03986	chip1-chip2	0	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/.snakemake_timestamp	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/.snakemake_timestamp
NA03986	chip1-chip2	155	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.bed.phaseset.status.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.bed.phaseset.status.tsv
NA03986	chip1-chip2	13	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.bed.phaseset.txt	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.bed.phaseset.txt
NA03986	chip1-chip2	6998571	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/bam/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.bed.whatshap.tagged.bam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/bam/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.bed.whatshap.tagged.bam
