RUNID	SAMPLEID	EXPERIMENTID	LANEID	BARCODEID	LIBPREP	SEQ_VENDOR	SEQ_PLATFORM	ILMN_R1_PATH	ILMN_R2_PATH	PACBIO_R1_PATH	PACBIO_R2_PATH	ONT_R1_PATH	ONT_R2_PATH	UG_R1_PATH	UG_R2_PATH	SUBSAMPLE_PCT	ILMN_TRIM_READ_LENGTH	SAMPLEUSE	BWA_KMER	DEEP_MODEL	ULTIMA_CRAM	ULTIMA_CRAM_ALIGNER	ULTIMA_CRAM_SNV_CALLER	ONT_CRAM	ONT_CRAM_ALIGNER	ONT_CRAM_SNV_CALLER	PB_BAM	PB_BAM_ALIGNER	PB_BAM_SNV_CALLER	ROCHE_BAM	ROCHE_BAM_ALIGNER	ROCHE_BAM_SNV_CALLER	ROCHE_DOWNSAMPLE_RATIO	LONGREADTRIM_READ_LENGTH	LONGREADTRIM_MODE	ULTIMA_SUBSAMPLE_PCT	ONT_SUBSAMPLE_PCT	ONT_BAM	ONT_BAM_ALIGNER	ONT_BAM_SNV_CALLER
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0010	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_18.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0011	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_19.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0012	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_2.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0013	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_20.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0014	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_21.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0015	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_22.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0016	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_23.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0017	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_24.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0018	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_25.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0019	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_26.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0020	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_27.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0021	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_28.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0022	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_29.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0023	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_3.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0024	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_30.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0025	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_31.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0026	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_32.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0027	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_33.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0028	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_34.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0029	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_35.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0030	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_36.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0031	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_37.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0032	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_38.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0033	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_39.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0034	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_4.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0035	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_40.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0036	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_41.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0037	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_42.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0038	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_43.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0039	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_44.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0040	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_45.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0041	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_46.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0042	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_47.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0043	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_48.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0044	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_49.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0045	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_5.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0046	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_50.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0047	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_51.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0048	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_52.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0049	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_53.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0050	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_54.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0051	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_55.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0052	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_56.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0053	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_57.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0054	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_58.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0055	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_59.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0056	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_6.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0057	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_60.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0058	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_61.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0059	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_62.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0060	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_63.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0061	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_64.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0062	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_65.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0063	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_66.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0064	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_67.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0065	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_68.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0066	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_69.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0067	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_7.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0068	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_70.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0069	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_71.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0070	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_72.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0071	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_8.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip1	NA09677	SMN	chip1	barcode19-chip1-0072	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode19/PBM13545_pass_barcode19_f3392d36_eb9b0a06_9.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0000	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_0.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0001	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_1.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0002	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_10.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0003	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_11.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0004	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_12.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0005	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_13.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0006	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_14.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0007	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_15.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0008	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_16.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0009	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_17.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0010	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_18.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0011	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_19.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0012	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_2.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0013	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_20.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0014	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_21.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0015	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_22.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0016	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_23.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0017	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_24.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0018	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_25.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0019	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_26.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0020	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_27.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0021	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_28.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0022	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_29.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0023	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_3.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0024	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_30.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0025	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_31.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0026	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_32.fastq.gz	na			na		sample	19	ONT_R104																				
ONT-4Coriells-chip2	NA00232	SMN	chip2	barcode18-chip2-0027	PF	ONT	PROMETHION					/fsx/run_dir_mounts/ont-4coriells-chip2/fastq_pass/barcode18/PBM14931_pass_barcode18_9bbdbb3f_7e492b4e_33.fastq.gz	na			na		sample	19	ONT_R104																				
