arn,cluster_or_stack_present,console_url,created_at,details,id,kind,name,name_present,project_present,region,service,state,tag_count,tag_keys,tag_status,tags
arn:aws:ecr:us-west-2:108782052779:repository/lsmc-bio/runtime,False,https://us-west-2.console.aws.amazon.com/ecr/repositories/private/108782052779/lsmc-bio%2Fruntime?region=us-west-2,1779363816.977,{'uri': '108782052779.dkr.ecr.us-west-2.amazonaws.com/lsmc-bio/runtime'},lsmc-bio/runtime,ecr_repository,lsmc-bio/runtime,False,False,us-west-2,ECR,ACTIVE,0,[],completely_untagged,{}
arn:aws:ecr:us-west-2:108782052779:repository/terrarium-dev-tailscale-sidecar,False,https://us-west-2.console.aws.amazon.com/ecr/repositories/private/108782052779/terrarium-dev-tailscale-sidecar?region=us-west-2,1775179088.401,{'uri': '108782052779.dkr.ecr.us-west-2.amazonaws.com/terrarium-dev-tailscale-sidecar'},terrarium-dev-tailscale-sidecar,ecr_repository,terrarium-dev-tailscale-sidecar,False,True,us-west-2,ECR,ACTIVE,2,"['Environment', 'Project']",missing_cluster_or_stack,"{'Environment': 'dev', 'Project': 'terrarium'}"
arn:aws:ecr:us-west-2:108782052779:repository/terrarium-prod-tailscale-sidecar,False,https://us-west-2.console.aws.amazon.com/ecr/repositories/private/108782052779/terrarium-prod-tailscale-sidecar?region=us-west-2,1775190990.507,{'uri': '108782052779.dkr.ecr.us-west-2.amazonaws.com/terrarium-prod-tailscale-sidecar'},terrarium-prod-tailscale-sidecar,ecr_repository,terrarium-prod-tailscale-sidecar,False,True,us-west-2,ECR,ACTIVE,2,"['Environment', 'Project']",missing_cluster_or_stack,"{'Environment': 'prod', 'Project': 'terrarium'}"
arn:aws:ecr:us-west-2:108782052779:repository/terrarium-prod-web,False,https://us-west-2.console.aws.amazon.com/ecr/repositories/private/108782052779/terrarium-prod-web?region=us-west-2,1775190990.507,{'uri': '108782052779.dkr.ecr.us-west-2.amazonaws.com/terrarium-prod-web'},terrarium-prod-web,ecr_repository,terrarium-prod-web,False,True,us-west-2,ECR,ACTIVE,2,"['Environment', 'Project']",missing_cluster_or_stack,"{'Environment': 'prod', 'Project': 'terrarium'}"
arn:aws:rds:us-east-1:108782052779:db:auruse1-writer,True,https://us-east-1.console.aws.amazon.com/rds/home?region=us-east-1#database:id=auruse1-writer;is-cluster=false,2026-04-16T05:21:39.285Z,"{'allocated_storage_gib': 1, 'class': 'db.r6g.large', 'engine': 'aurora-postgresql'}",auruse1-writer,rds_instance,auruse1-writer,False,True,us-east-1,RDS,available,5,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name', 'lsmc-cost-center', 'lsmc-project']",missing_name,"{'aws:cloudformation:logical-id': 'WriterInstance', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-auruse1/81988040-3953-11f1-b01d-0ecde9c2e61b', 'aws:cloudformation:stack-name': 'tapdb-auruse1', 'lsmc-cost-center': 'global', 'lsmc-project': 'tapdb-us-east-1'}"
arn:aws:rds:us-east-1:108782052779:db:dayhoff-staging-data-postgres9dc8bb04-avlkcyzjgnwo,True,https://us-east-1.console.aws.amazon.com/rds/home?region=us-east-1#database:id=dayhoff-staging-data-postgres9dc8bb04-avlkcyzjgnwo;is-cluster=false,2026-03-10T17:51:05.344Z,"{'allocated_storage_gib': 100, 'class': 'db.t3.medium', 'engine': 'postgres'}",dayhoff-staging-data-postgres9dc8bb04-avlkcyzjgnwo,rds_instance,dayhoff-staging-data-postgres9dc8bb04-avlkcyzjgnwo,False,True,us-east-1,RDS,available,10,"['CostCenter', 'Environment', 'Owner', 'Project', 'System', 'aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name', 'lsmc-cost-center', 'lsmc-project']",missing_name,"{'CostCenter': 'platform', 'Environment': 'staging', 'Owner': 'platform', 'Project': 'LSMC', 'System': 'dayhoff', 'aws:cloudformation:logical-id': 'Postgres9DC8BB04', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-staging-Data/3344e580-1ca9-11f1-bfc4-0e7ed1ba6b35', 'aws:cloudformation:stack-name': 'Dayhoff-staging-Data', 'lsmc-cost-center': 'platform', 'lsmc-project': 'dayhoff+us-east-1'}"
arn:aws:rds:us-east-1:108782052779:db:dayhoff-x-data-postgres9dc8bb04-xgjwaetdu22b,True,https://us-east-1.console.aws.amazon.com/rds/home?region=us-east-1#database:id=dayhoff-x-data-postgres9dc8bb04-xgjwaetdu22b;is-cluster=false,2026-03-26T22:16:09.588Z,"{'allocated_storage_gib': 100, 'class': 'db.t3.medium', 'engine': 'postgres'}",dayhoff-x-data-postgres9dc8bb04-xgjwaetdu22b,rds_instance,dayhoff-x-data-postgres9dc8bb04-xgjwaetdu22b,False,True,us-east-1,RDS,available,10,"['CostCenter', 'Environment', 'Owner', 'Project', 'System', 'aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name', 'lsmc-cost-center', 'lsmc-project']",missing_name,"{'CostCenter': 'platform', 'Environment': 'x', 'Owner': 'platform', 'Project': 'LSMC', 'System': 'dayhoff', 'aws:cloudformation:logical-id': 'Postgres9DC8BB04', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/Dayhoff-x-Data/e05d5bd0-2960-11f1-a82b-0afff903502f', 'aws:cloudformation:stack-name': 'Dayhoff-x-Data', 'lsmc-cost-center': 'platform', 'lsmc-project': 'dayhoff+us-east-1'}"
arn:aws:rds:us-east-1:108782052779:db:dev-writer,True,https://us-east-1.console.aws.amazon.com/rds/home?region=us-east-1#database:id=dev-writer;is-cluster=false,2026-02-28T11:26:11.299Z,"{'allocated_storage_gib': 1, 'class': 'db.t4g.medium', 'engine': 'aurora-postgresql'}",dev-writer,rds_instance,dev-writer,False,True,us-east-1,RDS,available,5,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name', 'lsmc-cost-center', 'lsmc-project']",missing_name,"{'aws:cloudformation:logical-id': 'WriterInstance', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-dev/bae9fcb0-1497-11f1-828d-0affd19328cd', 'aws:cloudformation:stack-name': 'tapdb-dev', 'lsmc-cost-center': 'global', 'lsmc-project': 'tapdb-us-east-1'}"
arn:aws:rds:us-east-1:108782052779:cluster:auruse1,True,https://us-east-1.console.aws.amazon.com/rds/home?region=us-east-1#database:id=auruse1;is-cluster=true,2026-04-16T05:17:21.022Z,"{'engine': 'aurora-postgresql', 'members': 1}",auruse1,rds_cluster,auruse1,False,True,us-east-1,RDS,available,5,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name', 'lsmc-cost-center', 'lsmc-project']",missing_name,"{'aws:cloudformation:logical-id': 'AuroraCluster', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-auruse1/81988040-3953-11f1-b01d-0ecde9c2e61b', 'aws:cloudformation:stack-name': 'tapdb-auruse1', 'lsmc-cost-center': 'global', 'lsmc-project': 'tapdb-us-east-1'}"
arn:aws:rds:us-east-1:108782052779:cluster:dev,True,https://us-east-1.console.aws.amazon.com/rds/home?region=us-east-1#database:id=dev;is-cluster=true,2026-02-28T11:22:29.409Z,"{'engine': 'aurora-postgresql', 'members': 1}",dev,rds_cluster,dev,False,True,us-east-1,RDS,available,5,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name', 'lsmc-cost-center', 'lsmc-project']",missing_name,"{'aws:cloudformation:logical-id': 'AuroraCluster', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/tapdb-dev/bae9fcb0-1497-11f1-828d-0affd19328cd', 'aws:cloudformation:stack-name': 'tapdb-dev', 'lsmc-cost-center': 'global', 'lsmc-project': 'tapdb-us-east-1'}"
arn:aws:elasticloadbalancing:us-east-1:108782052779:loadbalancer/net/lsmc-privatelink-nlb/4ead0a65121bd679,False,https://us-east-1.console.aws.amazon.com/ec2/home?region=us-east-1#LoadBalancer:loadBalancerArn=arn%3Aaws%3Aelasticloadbalancing%3Aus-east-1%3A108782052779%3Aloadbalancer%2Fnet%2Flsmc-privatelink-nlb%2F4ead0a65121bd679,2026-03-21T02:45:46.739Z,"{'scheme': 'internal', 'type': 'network'}",lsmc-privatelink-nlb,load_balancer,lsmc-privatelink-nlb,False,True,us-east-1,ELBv2,active,3,"['Environment', 'Project', 'System']",missing_cluster_or_stack,"{'Environment': 'staging', 'Project': 'LSMC', 'System': 'dayhoff'}"
arn:aws:ecr:us-east-1:108782052779:repository/cdk-hnb659fds-container-assets-108782052779-us-east-1,False,https://us-east-1.console.aws.amazon.com/ecr/repositories/private/108782052779/cdk-hnb659fds-container-assets-108782052779-us-east-1?region=us-east-1,1769808266.621,{'uri': '108782052779.dkr.ecr.us-east-1.amazonaws.com/cdk-hnb659fds-container-assets-108782052779-us-east-1'},cdk-hnb659fds-container-assets-108782052779-us-east-1,ecr_repository,cdk-hnb659fds-container-assets-108782052779-us-east-1,False,False,us-east-1,ECR,ACTIVE,0,[],completely_untagged,{}
arn:aws:ecr:us-east-1:108782052779:repository/dayhoff/x,False,https://us-east-1.console.aws.amazon.com/ecr/repositories/private/108782052779/dayhoff%2Fx?region=us-east-1,1774563734.803,{'uri': '108782052779.dkr.ecr.us-east-1.amazonaws.com/dayhoff/x'},dayhoff/x,ecr_repository,dayhoff/x,False,True,us-east-1,ECR,ACTIVE,7,"['CostCenter', 'Environment', 'Owner', 'Project', 'System', 'lsmc-cost-center', 'lsmc-project']",missing_cluster_or_stack,"{'CostCenter': 'platform', 'Environment': 'x', 'Owner': 'platform', 'Project': 'LSMC', 'System': 'dayhoff', 'lsmc-cost-center': 'platform', 'lsmc-project': 'dayhoff+us-east-1'}"
,True,https://eu-central-1.console.aws.amazon.com/vpcconsole/home?region=eu-central-1#NatGatewayDetails:natGatewayId=nat-0ec6ae9605269bef4,2025-03-13T12:48:07.000Z,{'vpc_id': 'vpc-07b70b8afc01cfc56'},nat-0ec6ae9605269bef4,nat_gateway,nat-0ec6ae9605269bef4,False,False,eu-central-1,VPC,available,3,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'aws:cloudformation:logical-id': 'NatGateway', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:eu-central-1:108782052779:stack/pcluster-vpc-stack-1a/5c28aa80-0009-11f0-b2da-023a831da7a7', 'aws:cloudformation:stack-name': 'pcluster-vpc-stack-1a'}"
,True,https://eu-central-1.console.aws.amazon.com/vpcconsole/home?region=eu-central-1#NatGatewayDetails:natGatewayId=nat-0a2bfbfedf38f8e87,2025-03-09T08:42:50.000Z,{'vpc_id': 'vpc-024ad8e38de878432'},nat-0a2bfbfedf38f8e87,nat_gateway,nat-0a2bfbfedf38f8e87,False,False,eu-central-1,VPC,available,3,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'aws:cloudformation:logical-id': 'NatGateway', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:eu-central-1:108782052779:stack/pcluster-vpc-stack-1c/6ecb58d0-fcc2-11ef-9f3b-02eaee40b12f', 'aws:cloudformation:stack-name': 'pcluster-vpc-stack-1c'}"
,True,https://ap-south-1.console.aws.amazon.com/vpcconsole/home?region=ap-south-1#NatGatewayDetails:natGatewayId=nat-05f85018216cac061,2026-02-11T09:49:46.000Z,{'vpc_id': 'vpc-00d723e354a9fad43'},nat-05f85018216cac061,nat_gateway,nat-05f85018216cac061,False,False,ap-south-1,VPC,available,3,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'aws:cloudformation:logical-id': 'NatGateway', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:ap-south-1:108782052779:stack/pcluster-vpc-stack-1c/f2fd90b0-072e-11f1-9298-02a68a59f20b', 'aws:cloudformation:stack-name': 'pcluster-vpc-stack-1c'}"
,True,https://ap-south-1.console.aws.amazon.com/vpcconsole/home?region=ap-south-1#NatGatewayDetails:natGatewayId=nat-01dc061291fc51e75,2025-03-09T08:43:03.000Z,{'vpc_id': 'vpc-0bc1f7673947631f5'},nat-01dc061291fc51e75,nat_gateway,nat-01dc061291fc51e75,False,False,ap-south-1,VPC,available,3,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'aws:cloudformation:logical-id': 'NatGateway', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:ap-south-1:108782052779:stack/pcluster-vpc-stack-1a/769891e0-fcc2-11ef-9a8e-0ad1d3b859f3', 'aws:cloudformation:stack-name': 'pcluster-vpc-stack-1a'}"
arn:aws:s3:::aquarium-tfstate-dev,False,https://s3.console.aws.amazon.com/s3/buckets/aquarium-tfstate-dev?region=us-west-2&bucketType=general,2026-04-27T16:20:00.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-04-27T16:20:00.000Z', 'lifecycle_rules': 0}",aquarium-tfstate-dev,s3_bucket,aquarium-tfstate-dev,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::aquarium-tfstate-prod,False,https://s3.console.aws.amazon.com/s3/buckets/aquarium-tfstate-prod?region=us-west-2&bucketType=general,2026-04-27T16:20:38.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-04-27T16:20:38.000Z', 'lifecycle_rules': 0}",aquarium-tfstate-prod,s3_bucket,aquarium-tfstate-prod,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::asterism-note-screenshots-dev,True,https://s3.console.aws.amazon.com/s3/buckets/asterism-note-screenshots-dev?region=us-west-2&bucketType=general,2026-01-30T14:35:58.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-01-30T14:35:58.000Z', 'lifecycle_rules': 0}",asterism-note-screenshots-dev,s3_bucket,asterism-note-screenshots-dev,False,True,us-west-2,S3,ACTIVE,7,"['Environment', 'ManagedBy', 'Project', 'aws-cdk:auto-delete-objects', 'aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_name,"{'Environment': 'dev', 'ManagedBy': 'cdk', 'Project': 'asterism', 'aws-cdk:auto-delete-objects': 'true', 'aws:cloudformation:logical-id': 'ScreenshotBucketFF8D3867', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-west-2:108782052779:stack/Asterism-Storage-dev/f7067180-fde8-11f0-9a7f-0292663bc4bf', 'aws:cloudformation:stack-name': 'Asterism-Storage-dev'}"
arn:aws:s3:::aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp,True,https://s3.console.aws.amazon.com/s3/buckets/aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp?region=us-east-1&bucketType=general,2026-03-08T08:34:16.000Z,"{'bucket_region': 'us-east-1', 'created_at': '2026-03-08T08:34:16.000Z', 'lifecycle_rules': 0}",aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp,s3_bucket,aws-sam-cli-managed-default-samclisourcebucket-wyvracmmocbp,False,False,us-east-1,S3,ACTIVE,4,"['ManagedStackSource', 'aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'ManagedStackSource': 'AwsSamCli', 'aws:cloudformation:logical-id': 'SamCliSourceBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/aws-sam-cli-managed-default/8b3dd530-1ac9-11f1-b879-12196f819c81', 'aws:cloudformation:stack-name': 'aws-sam-cli-managed-default'}"
arn:aws:s3:::cdk-hnb659fds-assets-108782052779-us-east-1,True,https://s3.console.aws.amazon.com/s3/buckets/cdk-hnb659fds-assets-108782052779-us-east-1?region=us-east-1&bucketType=general,2026-01-30T21:24:29.000Z,"{'bucket_region': 'us-east-1', 'created_at': '2026-01-30T21:24:29.000Z', 'lifecycle_rules': 2}",cdk-hnb659fds-assets-108782052779-us-east-1,s3_bucket,cdk-hnb659fds-assets-108782052779-us-east-1,False,False,us-east-1,S3,ACTIVE,3,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'aws:cloudformation:logical-id': 'StagingBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:108782052779:stack/CDKToolkit/07fd2860-fe22-11f0-801d-0e746ff49753', 'aws:cloudformation:stack-name': 'CDKToolkit'}"
arn:aws:s3:::cdk-hnb659fds-assets-108782052779-us-west-2,True,https://s3.console.aws.amazon.com/s3/buckets/cdk-hnb659fds-assets-108782052779-us-west-2?region=us-west-2&bucketType=general,2026-01-30T14:34:52.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-01-30T14:34:52.000Z', 'lifecycle_rules': 2}",cdk-hnb659fds-assets-108782052779-us-west-2,s3_bucket,cdk-hnb659fds-assets-108782052779-us-west-2,False,False,us-west-2,S3,ACTIVE,3,"['aws:cloudformation:logical-id', 'aws:cloudformation:stack-id', 'aws:cloudformation:stack-name']",missing_project,"{'aws:cloudformation:logical-id': 'StagingBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-west-2:108782052779:stack/CDKToolkit/cf6ca810-fde8-11f0-8dfc-02fdeda563e9', 'aws:cloudformation:stack-name': 'CDKToolkit'}"
arn:aws:s3:::cf-templates-pfrobpqqun1c-us-east-2,False,https://s3.console.aws.amazon.com/s3/buckets/cf-templates-pfrobpqqun1c-us-east-2?region=us-east-2&bucketType=general,2026-02-05T19:06:57.000Z,"{'bucket_region': 'us-east-2', 'created_at': '2026-02-05T19:06:57.000Z', 'lifecycle_rules': 0}",cf-templates-pfrobpqqun1c-us-east-2,s3_bucket,cf-templates-pfrobpqqun1c-us-east-2,False,False,us-east-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::daylily-customer-lsmc-a0477268,False,https://s3.console.aws.amazon.com/s3/buckets/daylily-customer-lsmc-a0477268?region=us-west-2&bucketType=general,2026-04-15T08:09:10.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-04-15T08:09:10.000Z', 'lifecycle_rules': 0}",daylily-customer-lsmc-a0477268,s3_bucket,daylily-customer-lsmc-a0477268,False,False,us-west-2,S3,ACTIVE,3,"['CostCenter', 'Customer', 'ManagedBy']",other_tags_only,"{'CostCenter': 'GENa', 'Customer': 'lsmc-a0477268', 'ManagedBy': 'daylily-ursa'}"
arn:aws:s3:::lsmc-atlas-demo,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-atlas-demo?region=us-west-2&bucketType=general,2026-04-09T06:18:48.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-04-09T06:18:48.000Z', 'lifecycle_rules': 0}",lsmc-atlas-demo,s3_bucket,lsmc-atlas-demo,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-atlas-dev,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-atlas-dev?region=us-west-2&bucketType=general,2026-02-27T00:56:38.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-02-27T00:56:38.000Z', 'lifecycle_rules': 0}",lsmc-atlas-dev,s3_bucket,lsmc-atlas-dev,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-copy-ultimagen-lsmc-cro-316,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-copy-ultimagen-lsmc-cro-316?region=us-west-2&bucketType=general,2025-03-04T23:09:21.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-03-04T23:09:21.000Z', 'lifecycle_rules': 0}",lsmc-copy-ultimagen-lsmc-cro-316,s3_bucket,lsmc-copy-ultimagen-lsmc-cro-316,False,True,us-west-2,S3,ACTIVE,1,['lsmc-project'],missing_cluster_or_stack,{'lsmc-project': 'ultima-wgs'}
arn:aws:s3:::lsmc-dayoa-omics-analysis-ap-south-1,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-dayoa-omics-analysis-ap-south-1?region=ap-south-1&bucketType=general,2025-02-19T06:19:24.000Z,"{'bucket_region': 'ap-south-1', 'created_at': '2025-02-19T06:19:24.000Z', 'lifecycle_rules': 0}",lsmc-dayoa-omics-analysis-ap-south-1,s3_bucket,lsmc-dayoa-omics-analysis-ap-south-1,False,False,ap-south-1,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-dayoa-omics-analysis-eu-central-1,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-dayoa-omics-analysis-eu-central-1?region=eu-central-1&bucketType=general,2025-02-19T06:19:47.000Z,"{'bucket_region': 'eu-central-1', 'created_at': '2025-02-19T06:19:47.000Z', 'lifecycle_rules': 0}",lsmc-dayoa-omics-analysis-eu-central-1,s3_bucket,lsmc-dayoa-omics-analysis-eu-central-1,False,False,eu-central-1,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-dayoa-omics-analysis-us-west-2,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-dayoa-omics-analysis-us-west-2?region=us-west-2&bucketType=general,2025-02-19T06:18:41.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-02-19T06:18:41.000Z', 'lifecycle_rules': 0}",lsmc-dayoa-omics-analysis-us-west-2,s3_bucket,lsmc-dayoa-omics-analysis-us-west-2,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-dewey-0,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-dewey-0?region=us-west-2&bucketType=general,2025-05-09T04:43:12.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-05-09T04:43:12.000Z', 'lifecycle_rules': 0}",lsmc-dewey-0,s3_bucket,lsmc-dewey-0,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-healthomics-failiover,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-healthomics-failiover?region=us-west-2&bucketType=general,2025-06-23T19:37:01.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-06-23T19:37:01.000Z', 'lifecycle_rules': 0}",lsmc-healthomics-failiover,s3_bucket,lsmc-healthomics-failiover,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-healthomics-results,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-healthomics-results?region=us-west-2&bucketType=general,2025-06-23T19:52:27.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-06-23T19:52:27.000Z', 'lifecycle_rules': 0}",lsmc-healthomics-results,s3_bucket,lsmc-healthomics-results,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-illumina-public-data,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-illumina-public-data?region=us-west-2&bucketType=general,2025-05-06T03:15:27.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-05-06T03:15:27.000Z', 'lifecycle_rules': 0}",lsmc-illumina-public-data,s3_bucket,lsmc-illumina-public-data,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-meridian-governance-registry,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-meridian-governance-registry?region=us-west-2&bucketType=general,2026-04-01T07:40:43.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-04-01T07:40:43.000Z', 'lifecycle_rules': 0}",lsmc-meridian-governance-registry,s3_bucket,lsmc-meridian-governance-registry,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-public-ont-data,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-public-ont-data?region=us-west-2&bucketType=general,2025-03-13T06:58:23.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-03-13T06:58:23.000Z', 'lifecycle_rules': 0}",lsmc-public-ont-data,s3_bucket,lsmc-public-ont-data,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-ssf-sequencing-data,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-ssf-sequencing-data?region=us-west-2&bucketType=general,2026-04-04T02:22:03.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-04-04T02:22:03.000Z', 'lifecycle_rules': 0}",lsmc-ssf-sequencing-data,s3_bucket,lsmc-ssf-sequencing-data,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::lsmc-terraform-state,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-terraform-state?region=us-west-2&bucketType=general,2026-03-06T01:35:36.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-03-06T01:35:36.000Z', 'lifecycle_rules': 0}",lsmc-terraform-state,s3_bucket,lsmc-terraform-state,False,False,us-west-2,S3,ACTIVE,1,['ManagedBy'],other_tags_only,{'ManagedBy': 'terraform'}
arn:aws:s3:::lsmc-ursa-customers-usw2,False,https://s3.console.aws.amazon.com/s3/buckets/lsmc-ursa-customers-usw2?region=us-west-2&bucketType=general,2026-01-10T17:17:02.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-01-10T17:17:02.000Z', 'lifecycle_rules': 0}",lsmc-ursa-customers-usw2,s3_bucket,lsmc-ursa-customers-usw2,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::parallelcluster-4da281c1dc024f1c-v1-do-not-delete,False,https://s3.console.aws.amazon.com/s3/buckets/parallelcluster-4da281c1dc024f1c-v1-do-not-delete?region=us-west-2&bucketType=general,2025-02-19T07:13:14.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2025-02-19T07:13:14.000Z', 'lifecycle_rules': 0}",parallelcluster-4da281c1dc024f1c-v1-do-not-delete,s3_bucket,parallelcluster-4da281c1dc024f1c-v1-do-not-delete,False,False,us-west-2,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::parallelcluster-730cb6d53cf2deec-v1-do-not-delete,False,https://s3.console.aws.amazon.com/s3/buckets/parallelcluster-730cb6d53cf2deec-v1-do-not-delete?region=eu-central-1&bucketType=general,2025-03-09T08:48:09.000Z,"{'bucket_region': 'eu-central-1', 'created_at': '2025-03-09T08:48:09.000Z', 'lifecycle_rules': 0}",parallelcluster-730cb6d53cf2deec-v1-do-not-delete,s3_bucket,parallelcluster-730cb6d53cf2deec-v1-do-not-delete,False,False,eu-central-1,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::parallelcluster-e781c59d26140bab-v1-do-not-delete,False,https://s3.console.aws.amazon.com/s3/buckets/parallelcluster-e781c59d26140bab-v1-do-not-delete?region=ap-south-1&bucketType=general,2025-03-09T08:47:59.000Z,"{'bucket_region': 'ap-south-1', 'created_at': '2025-03-09T08:47:59.000Z', 'lifecycle_rules': 0}",parallelcluster-e781c59d26140bab-v1-do-not-delete,s3_bucket,parallelcluster-e781c59d26140bab-v1-do-not-delete,False,False,ap-south-1,S3,ACTIVE,0,[],completely_untagged,{}
arn:aws:s3:::terrarium-dev-media,False,https://s3.console.aws.amazon.com/s3/buckets/terrarium-dev-media?region=us-west-2&bucketType=general,2026-02-27T20:07:21.000Z,"{'bucket_region': 'us-west-2', 'created_at': '2026-02-27T20:07:21.000Z', 'lifecycle_rules': 0}",terrarium-dev-media,s3_bucket,terrarium-dev-media,False,True,us-west-2,S3,ACTIVE,2,"['Environment', 'Project']",missing_cluster_or_stack,"{'Environment': 'dev', 'Project': 'terrarium'}"
