status	bucket	key	size	last_modified	error
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_33.fastq.gz	223374346	2026-05-26T18:10:28.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_34.fastq.gz	223743050	2026-05-26T18:10:33.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_35.fastq.gz	230919308	2026-05-26T18:10:34.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_36.fastq.gz	213611156	2026-05-26T18:10:33.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_37.fastq.gz	229634102	2026-05-26T18:10:35.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_38.fastq.gz	204548736	2026-05-26T18:10:34.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_39.fastq.gz	193984662	2026-05-26T18:10:35.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_4.fastq.gz	610076973	2026-05-26T18:11:00.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_40.fastq.gz	214656171	2026-05-26T18:10:35.000Z	
ok	lsmc-ssf-sequencing-data	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_41.fastq.gz	178189568	2026-05-26T18:10:34.000Z	
