time_start,time_end,estimated,amount_usd,service,operation
2026-05-01,2026-06-01,False,0.00057,Amazon Simple Storage Service,WriteObjectTagging
2026-05-01,2026-06-01,False,2e-05,Amazon Simple Storage Service,WriteVersioningProps
2026-05-01,2026-06-01,False,3.782322305,Amazon Virtual Private Cloud,AllocateAddressVPC
2026-05-01,2026-06-01,False,68.070956925,Amazon Virtual Private Cloud,AssociateAddressVPC
2026-05-01,2026-06-01,False,11.75883338,Amazon Virtual Private Cloud,RunInstances
2026-05-01,2026-06-01,False,52.2550249524,Amazon Virtual Private Cloud,VpcEndpoint
2026-05-01,2026-06-01,False,1.7701599624,AmazonCloudWatch,DashboardHour
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,DeleteDashboards
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,GetDashboard
2026-05-01,2026-06-01,False,0.00054,AmazonCloudWatch,GetMetricData
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,GetMetricStatistics
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,HourlyStorageMetering
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,ListMetrics
2026-05-01,2026-06-01,False,0.7334678481,AmazonCloudWatch,MetricStorage
2026-05-01,2026-06-01,False,0.0580645152,AmazonCloudWatch,MetricStorage:AWS/CloudWatchLogs
2026-05-01,2026-06-01,False,1.083870984,AmazonCloudWatch,MetricStorage:AWS/EC2
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,PutDashboard
2026-05-01,2026-06-01,False,75.5112650336,AmazonCloudWatch,PutLogEvents
2026-05-01,2026-06-01,False,0.0,AmazonCloudWatch,PutMetricData
2026-05-01,2026-06-01,False,2.7629256853,AmazonCloudWatch,Unknown
2026-05-01,2026-06-01,False,0.0,CloudWatch Events,Invocation
2026-05-01,2026-06-01,False,0.0,Tax,NoOperation
2026-05-01,2026-06-01,False,0.0,Tax,CognitoUserPoolsM2MTokenOp
2026-05-01,2026-06-01,False,0.0,Tax,CostDataStorage
2026-05-01,2026-06-01,False,0.0,Tax,CreateDBInstance:0014
2026-05-01,2026-06-01,False,0.0,Tax,CreateDBInstance:0021
2026-05-01,2026-06-01,False,0.0,Tax,CreateFileSystem:Lustre
2026-05-01,2026-06-01,False,0.0,Tax,DashboardHour
2026-05-01,2026-06-01,False,0.0,Tax,LoadBalancing:Application
2026-05-01,2026-06-01,False,0.0,Tax,LoadBalancing:Network
2026-05-01,2026-06-01,False,0.0,Tax,NatGateway
2026-05-01,2026-06-01,False,0.0,Tax,PayPerRequestThroughput
2026-05-01,2026-06-01,False,0.0,Tax,PutLogEvents
2026-05-01,2026-06-01,False,0.0,Tax,RunInstances
2026-05-01,2026-06-01,False,0.0,Tax,RunInstances:SV080
2026-05-01,2026-06-01,False,0.0,Tax,VpcEndpoint
2026-06-01,2026-06-19,True,0.0,AWS CloudFormation,ProcessResourceHandlers
2026-06-01,2026-06-19,True,124.86978,AWS CloudTrail,None
2026-06-01,2026-06-19,True,1.7172646666,AWS Cost Explorer,CostDataStorage
2026-06-01,2026-06-19,True,242.41,AWS Cost Explorer,GetCostAndUsage
2026-06-01,2026-06-19,True,0.13,AWS Cost Explorer,GetCostAndUsageWithResources
2026-06-01,2026-06-19,True,0.01,AWS Cost Explorer,GetCostForecast
2026-06-01,2026-06-19,True,0.04,AWS Cost Explorer,GetDimensionValues
2026-06-01,2026-06-19,True,0.01,AWS Cost Explorer,GetReservationPurchaseRecs
2026-06-01,2026-06-19,True,0.01,AWS Cost Explorer,GetSavingsPlansCoverage
2026-06-01,2026-06-19,True,0.01,AWS Cost Explorer,GetSavingsPlansPurchaseRecs
2026-06-01,2026-06-19,True,0.2,AWS Cost Explorer,GetTags
2026-06-01,2026-06-19,True,0.0,AWS Glue,Request
2026-06-01,2026-06-19,True,0.011418,AWS Key Management Service,CreateGrant
2026-06-01,2026-06-19,True,2.3416666854,AWS Key Management Service,CurrentKeys
2026-06-01,2026-06-19,True,3.0837,AWS Key Management Service,Decrypt
2026-06-01,2026-06-19,True,0.00372,AWS Key Management Service,DescribeKey
2026-06-01,2026-06-19,True,0.012372,AWS Key Management Service,GenerateDataKey
2026-06-01,2026-06-19,True,0.005709,AWS Key Management Service,GenerateDataKeyWithoutPlaintext
2026-06-01,2026-06-19,True,0.001908,AWS Key Management Service,GetKeyPolicy
2026-06-01,2026-06-19,True,0.000252,AWS Key Management Service,GetKeyRotationStatus
2026-06-01,2026-06-19,True,0.001743,AWS Key Management Service,ListAliases
2026-06-01,2026-06-19,True,0.000981,AWS Key Management Service,ListGrants
2026-06-01,2026-06-19,True,0.006132,AWS Key Management Service,ListKeys
2026-06-01,2026-06-19,True,0.000294,AWS Key Management Service,ListResourceTags
2026-06-01,2026-06-19,True,3.9319e-06,AWS Lambda,Invoke
2026-06-01,2026-06-19,True,3.5e-05,AWS Secrets Manager,CreateSecret
2026-06-01,2026-06-19,True,5e-06,AWS Secrets Manager,DeleteSecret
2026-06-01,2026-06-19,True,0.000495,AWS Secrets Manager,DescribeSecret
2026-06-01,2026-06-19,True,5e-06,AWS Secrets Manager,GetRandomPassword
2026-06-01,2026-06-19,True,0.00182,AWS Secrets Manager,GetResourcePolicy
2026-06-01,2026-06-19,True,0.013035,AWS Secrets Manager,GetSecretValue
2026-06-01,2026-06-19,True,0.001835,AWS Secrets Manager,ListSecretVersionIds
2026-06-01,2026-06-19,True,0.01362,AWS Secrets Manager,ListSecrets
2026-06-01,2026-06-19,True,2.5e-05,AWS Secrets Manager,PutSecretValue
2026-06-01,2026-06-19,True,4.8108694774,AWS Secrets Manager,SecretUsage
2026-06-01,2026-06-19,True,5e-05,AWS Secrets Manager,TagResource
2026-06-01,2026-06-19,True,1e-05,AWS Secrets Manager,UpdateSecret
2026-06-01,2026-06-19,True,75.4044128,AWS Security Hub,GuardDuty-CloudTrailEvents
2026-06-01,2026-06-19,True,52.04648207,AWS Security Hub,GuardDuty-S3DataEvents
2026-06-01,2026-06-19,True,0.9256846133,AWS Security Hub,GuardDuty-VPCFlowLogsDNSLogs
2026-06-01,2026-06-19,True,68.6613221858,AWS Security Hub,NoOperation
2026-06-01,2026-06-19,True,1.7351388,AWS Security Hub,aws-partition
2026-06-01,2026-06-19,True,0.0,AWS Service Catalog,SC-API-Call
2026-06-01,2026-06-19,True,1.281e-06,AWS Step Functions,Unknown
2026-06-01,2026-06-19,True,614.906181015,AWS Support (Developer),NoOperation
2026-06-01,2026-06-19,True,1.1722222316,AWS WAF,RuleV2
2026-06-01,2026-06-19,True,2.930555579,AWS WAF,WebACLV2
2026-06-01,2026-06-19,True,0.0,Amazon CloudFront,Execution
2026-06-01,2026-06-19,True,3.4e-09,Amazon CloudFront,GET
2026-06-01,2026-06-19,True,0.0,Amazon CloudFront,HEAD
2026-06-01,2026-06-19,True,0.0,Amazon CloudFront,Invalidations
2026-06-01,2026-06-19,True,0.0,Amazon CloudFront,OPTIONS
2026-06-01,2026-06-19,True,0.0,Amazon CloudFront,POST
2026-06-01,2026-06-19,True,0.0,Amazon Cognito,CognitoEssentialsOperation
2026-06-01,2026-06-19,True,0.0,Amazon Cognito,CognitoUserPoolsM2MAppClientOp
2026-06-01,2026-06-19,True,0.01976325,Amazon DynamoDB,PayPerRequestThroughput
2026-06-01,2026-06-19,True,6.772e-07,Amazon DynamoDB,StandardPitrBackupStorage
2026-06-01,2026-06-19,True,0.0,Amazon DynamoDB,StandardStorage
2026-06-01,2026-06-19,True,2.8286895689,Amazon EC2 Container Registry (ECR),TimedStorage-ByteHrs
2026-06-01,2026-06-19,True,0.7657365669,Amazon EC2 Container Registry (ECR),USW2-TimedStorage-ByteHrs
2026-06-01,2026-06-19,True,0.0,Amazon EC2 Container Registry (ECR),downloadLayer
2026-06-01,2026-06-19,True,4.7003545165,EC2 - Other,CreateSnapshot
2026-06-01,2026-06-19,True,268.0583425819,EC2 - Other,CreateVolume-Gp3
2026-06-01,2026-06-19,True,0.0,EC2 - Other,Hourly
2026-06-01,2026-06-19,True,0.1236753286,EC2 - Other,InterZone-In
2026-06-01,2026-06-19,True,0.0398042837,EC2 - Other,InterZone-Out
2026-06-01,2026-06-19,True,274.5004963236,EC2 - Other,NatGateway
2026-06-01,2026-06-19,True,9.8446512799,EC2 - Other,PublicIP-In
2026-06-01,2026-06-19,True,1.1718469466,EC2 - Other,PublicIP-Out
2026-06-01,2026-06-19,True,2477.0306593303,Amazon Elastic Compute Cloud - Compute,RunInstances
2026-06-01,2026-06-19,True,9681.3217523616,Amazon Elastic Compute Cloud - Compute,RunInstances:SV080
2026-06-01,2026-06-19,True,31.285903183,Amazon Elastic Container Service,FargateTask
2026-06-01,2026-06-19,True,5.24745e-05,Amazon Elastic File System,Storage
2026-06-01,2026-06-19,True,0.0133849739,Amazon Elastic Load Balancing,LoadBalancing
2026-06-01,2026-06-19,True,7.0462e-06,Amazon Elastic Load Balancing,LoadBalancing-PublicIP-In
2026-06-01,2026-06-19,True,0.0001584028,Amazon Elastic Load Balancing,LoadBalancing-PublicIP-Out
2026-06-01,2026-06-19,True,9.4999088583,Amazon Elastic Load Balancing,LoadBalancing:Application
2026-06-01,2026-06-19,True,9.495,Amazon Elastic Load Balancing,LoadBalancing:Network
2026-06-01,2026-06-19,True,1134.6341404544,Amazon FSx,CreateFileSystem:Lustre
2026-06-01,2026-06-19,True,1.8058e-06,Amazon Glacier,ListVaults
2026-06-01,2026-06-19,True,1.1500000092,Amazon GuardDuty,CreateDBInstance:0014
2026-06-01,2026-06-19,True,5.7222222268,Amazon GuardDuty,CreateDBInstance:0021
2026-06-01,2026-06-19,True,0.1938089233,Amazon GuardDuty,none
2026-06-01,2026-06-19,True,0.0,Amazon Inspector,active
2026-06-01,2026-06-19,True,94.1319263015,Amazon Relational Database Service,CreateDBInstance:0014
2026-06-01,2026-06-19,True,2482.9071753215,Amazon Relational Database Service,CreateDBInstance:0021
2026-06-01,2026-06-19,True,0.0001691117,Amazon Relational Database Service,Not Applicable
2026-06-01,2026-06-19,True,0.1000924,Amazon Route 53,A
2026-06-01,2026-06-19,True,0.0390828,Amazon Route 53,AAAA
2026-06-01,2026-06-19,True,0.0001568,Amazon Route 53,ANY
2026-06-01,2026-06-19,True,0.0031436,Amazon Route 53,CAA
2026-06-01,2026-06-19,True,4e-07,Amazon Route 53,CDS
2026-06-01,2026-06-19,True,0.0078772,Amazon Route 53,CNAME
2026-06-01,2026-06-19,True,6.76e-05,Amazon Route 53,DNAME
2026-06-01,2026-06-19,True,0.0179044,Amazon Route 53,DNSKEY
2026-06-01,2026-06-19,True,4.8e-06,Amazon Route 53,DS
2026-06-01,2026-06-19,True,2e-06,Amazon Route 53,HINFO
2026-06-01,2026-06-19,True,0.0022368,Amazon Route 53,HTTPS
2026-06-01,2026-06-19,True,12.9,Amazon Route 53,HostedZone
2026-06-01,2026-06-19,True,0.0143352,Amazon Route 53,MX
2026-06-01,2026-06-19,True,7.84e-05,Amazon Route 53,NAPTR
2026-06-01,2026-06-19,True,0.0241056,Amazon Route 53,NS
2026-06-01,2026-06-19,True,0.0014356,Amazon Route 53,PTR
2026-06-01,2026-06-19,True,8e-07,Amazon Route 53,RP
2026-06-01,2026-06-19,True,0.0077904,Amazon Route 53,SOA
2026-06-01,2026-06-19,True,3.6e-05,Amazon Route 53,SPF
2026-06-01,2026-06-19,True,0.0024116,Amazon Route 53,SRV
2026-06-01,2026-06-19,True,6e-06,Amazon Route 53,SSHFP
2026-06-01,2026-06-19,True,1.72e-05,Amazon Route 53,SVCB
2026-06-01,2026-06-19,True,8e-06,Amazon Route 53,TLSA
2026-06-01,2026-06-19,True,0.0165572,Amazon Route 53,TXT
2026-06-01,2026-06-19,True,1.64e-05,Amazon Route 53,UNSUPPORTED
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,CreateTopic
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,DeleteTopic
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,GetDataProtectionPolicy
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,GetTopicAttributes
2026-06-01,2026-06-19,True,1.656e-06,Amazon Simple Notification Service,ListSubscriptions
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,ListSubscriptionsByTopic
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,ListTagsForResource
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,ListTopics
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,Publish
2026-06-01,2026-06-19,True,0.0,Amazon Simple Notification Service,Subscribe
2026-06-01,2026-06-19,True,9.555e-07,Amazon Simple Notification Service,SubscriptionConfirmation
2026-06-01,2026-06-19,True,0.0,Amazon Simple Queue Service,List
2026-06-01,2026-06-19,True,0.0760004182,Amazon Simple Storage Service,CompleteMultipartUpload
2026-06-01,2026-06-19,True,0.4016736306,Amazon Simple Storage Service,CopyObject
2026-06-01,2026-06-19,True,11.9382901977,Amazon Simple Storage Service,CopyPart
2026-06-01,2026-06-19,True,5e-06,Amazon Simple Storage Service,CreateBucket
2026-06-01,2026-06-19,True,0.0,Amazon Simple Storage Service,GeneralPurposeBuckets
2026-06-01,2026-06-19,True,0.00018,Amazon Simple Storage Service,GetAG
2026-06-01,2026-06-19,True,7.2e-06,Amazon Simple Storage Service,GetLensConfiguration
2026-06-01,2026-06-19,True,7.2e-06,Amazon Simple Storage Service,GetLensConfigurationTagging
2026-06-01,2026-06-19,True,84.8576974148,Amazon Simple Storage Service,GetObject
2026-06-01,2026-06-19,True,0.0302080544,Amazon Simple Storage Service,HeadBucket
2026-06-01,2026-06-19,True,31.1292936858,Amazon Simple Storage Service,HeadObject
2026-06-01,2026-06-19,True,0.0945847145,Amazon Simple Storage Service,InitiateMultipartUpload
2026-06-01,2026-06-19,True,0.00126,Amazon Simple Storage Service,ListAGGrants
2026-06-01,2026-06-19,True,0.00114,Amazon Simple Storage Service,ListAGLocations
2026-06-01,2026-06-19,True,0.00114,Amazon Simple Storage Service,ListAGs
2026-06-01,2026-06-19,True,1.6004e-06,Amazon Simple Storage Service,ListAccessPoints
2026-06-01,2026-06-19,True,0.4073260198,Amazon Simple Storage Service,ListAllMyBuckets
2026-06-01,2026-06-19,True,0.0012445,Amazon Simple Storage Service,ListAllMyDirectoryBuckets
2026-06-01,2026-06-19,True,41.8300604976,Amazon Simple Storage Service,ListBucket
2026-06-01,2026-06-19,True,9.5e-05,Amazon Simple Storage Service,ListBucketVersions
2026-06-01,2026-06-19,True,0.0014150027,Amazon Simple Storage Service,ListLensConfigurations
2026-06-01,2026-06-19,True,0.00044,Amazon Simple Storage Service,ListMRAPs
2026-06-01,2026-06-19,True,5.74e-05,Amazon Simple Storage Service,ListMultipartUploads
2026-06-01,2026-06-19,True,0.0014204096,Amazon Simple Storage Service,ListStorageLensGroups
2026-06-01,2026-06-19,True,8.5e-05,Amazon Simple Storage Service,ListTableBuckets
2026-06-01,2026-06-19,True,0.0004428462,Amazon Simple Storage Service,ObjectTagCount
2026-06-01,2026-06-19,True,15.9245750806,Amazon Simple Storage Service,PutObject
2026-06-01,2026-06-19,True,0.3391323576,Amazon Simple Storage Service,ReadACL
2026-06-01,2026-06-19,True,0.0003499936,Amazon Simple Storage Service,ReadAccelerate
2026-06-01,2026-06-19,True,0.0008431504,Amazon Simple Storage Service,ReadAccountPublicAccessBlock
2026-06-01,2026-06-19,True,3.2e-06,Amazon Simple Storage Service,ReadBucketCors
2026-06-01,2026-06-19,True,0.3103999723,Amazon Simple Storage Service,ReadBucketLifecycle
2026-06-01,2026-06-19,True,0.2643450204,Amazon Simple Storage Service,ReadBucketObjectLockConfig
2026-06-01,2026-06-19,True,0.3106527812,Amazon Simple Storage Service,ReadBucketOwnershipControls
2026-06-01,2026-06-19,True,0.0007320478,Amazon Simple Storage Service,ReadBucketPolicy
2026-06-01,2026-06-19,True,0.3104364563,Amazon Simple Storage Service,ReadBucketPolicyStatus
2026-06-01,2026-06-19,True,0.3112493404,Amazon Simple Storage Service,ReadBucketPublicAccessBlock
2026-06-01,2026-06-19,True,0.3108470384,Amazon Simple Storage Service,ReadBucketReplication
2026-06-01,2026-06-19,True,0.3115057117,Amazon Simple Storage Service,ReadBucketServerSideEncryption
2026-06-01,2026-06-19,True,0.2639694877,Amazon Simple Storage Service,ReadBucketWebsite
2026-06-01,2026-06-19,True,0.3107709759,Amazon Simple Storage Service,ReadCostAllocation
2026-06-01,2026-06-19,True,0.3082382746,Amazon Simple Storage Service,ReadLocation
2026-06-01,2026-06-19,True,0.3109336838,Amazon Simple Storage Service,ReadLogProps
2026-06-01,2026-06-19,True,0.0130203958,Amazon Simple Storage Service,ReadNotificationProps
2026-06-01,2026-06-19,True,4.434e-07,Amazon Simple Storage Service,ReadObjectAttributes
2026-06-01,2026-06-19,True,0.0005203424,Amazon Simple Storage Service,ReadObjectTagging
2026-06-01,2026-06-19,True,0.3103414076,Amazon Simple Storage Service,ReadRequestPaymentProps
2026-06-01,2026-06-19,True,0.3109246028,Amazon Simple Storage Service,ReadVersioningProps
2026-06-01,2026-06-19,True,3693.4736698844,Amazon Simple Storage Service,StandardStorage
2026-06-01,2026-06-19,True,6.50651,Amazon Simple Storage Service,UploadPart
2026-06-01,2026-06-19,True,0.0001601163,Amazon Simple Storage Service,WriteBucketPolicy
2026-06-01,2026-06-19,True,5e-06,Amazon Simple Storage Service,WriteBucketPublicAccessBlock
2026-06-01,2026-06-19,True,5e-06,Amazon Simple Storage Service,WriteBucketServerSideEncryption
2026-06-01,2026-06-19,True,4.5e-05,Amazon Simple Storage Service,WriteNotificationProps
2026-06-01,2026-06-19,True,2.137355665,Amazon Virtual Private Cloud,AllocateAddressVPC
2026-06-01,2026-06-19,True,48.03025695,Amazon Virtual Private Cloud,AssociateAddressVPC
2026-06-01,2026-06-19,True,11.701226425,Amazon Virtual Private Cloud,RunInstances
2026-06-01,2026-06-19,True,29.7085113123,Amazon Virtual Private Cloud,VpcEndpoint
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,DashboardHour
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,DeleteDashboards
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,GetDashboard
2026-06-01,2026-06-19,True,0.00034,AmazonCloudWatch,GetMetricData
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,GetMetricStatistics
2026-06-01,2026-06-19,True,0.1848669391,AmazonCloudWatch,HourlyStorageMetering
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,ListMetrics
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,MetricStorage
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,MetricStorage:AWS/CloudWatchLogs
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,MetricStorage:AWS/EC2
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,PutDashboard
2026-06-01,2026-06-19,True,128.3414927815,AmazonCloudWatch,PutLogEvents
2026-06-01,2026-06-19,True,0.0,AmazonCloudWatch,PutMetricData
2026-06-01,2026-06-19,True,0.8634838331,AmazonCloudWatch,Unknown
2026-06-01,2026-06-19,True,0.0,CloudWatch Events,Invocation
2026-06-01,2026-06-19,True,0.0,Tax,NoOperation
2026-06-01,2026-06-19,True,0.0,Tax,CostDataStorage
2026-06-01,2026-06-19,True,0.0,Tax,CreateDBInstance:0014
2026-06-01,2026-06-19,True,0.0,Tax,CreateDBInstance:0021
2026-06-01,2026-06-19,True,0.0,Tax,CreateFileSystem:Lustre
2026-06-01,2026-06-19,True,0.0,Tax,LoadBalancing:Application
2026-06-01,2026-06-19,True,0.0,Tax,LoadBalancing:Network
2026-06-01,2026-06-19,True,0.0,Tax,NatGateway
2026-06-01,2026-06-19,True,0.0,Tax,PayPerRequestThroughput
2026-06-01,2026-06-19,True,0.0,Tax,PutLogEvents
2026-06-01,2026-06-19,True,0.0,Tax,RunInstances
2026-06-01,2026-06-19,True,0.0,Tax,RunInstances:SV080
2026-06-01,2026-06-19,True,0.0,Tax,VpcEndpoint
